"image_path","source","license_basis","attribution_required","publish_status","attribution_text","notes"
"set-images/75325/75325_26567.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75325/75325_alt1.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75325/75325_alt2.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75325/75325_alt3.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75325/75325_alt4.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75325/75325_alt5.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75325/75325_alt6.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75325/box.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75333/75333_alt1.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75333/75333_alt2.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75333/75333_alt3.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75333/75333_alt4.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75333/75333_alt5.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75333/75333_alt6.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75333/75333_alt7.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75333/75333_alt8.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75333/box.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75337/75337_alt1.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75337/75337_alt10.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75337/75337_alt2.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75337/75337_alt3.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75337/75337_alt4.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75337/75337_alt5.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75337/75337_alt6.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75337/75337_alt7.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75337/75337_alt8.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75337/75337_alt9.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75337/box.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75345/75345_alt1.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75345/75345_alt2.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75345/75345_alt3.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75345/75345_alt4.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75345/75345_alt5.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75345/75345_alt6.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75345/75345_alt7.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75345/box.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75347/75347_alt1.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75347/75347_alt2.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75347/75347_alt3.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75347/75347_alt4.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75347/75347_alt5.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75347/75347_alt6.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75347/75347_alt7.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75347/75347_alt8.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75347/75347_boxprod_v39.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75347/box.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75349/75349_alt1.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75349/75349_alt2.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75349/75349_alt3.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75349/75349_alt4.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75349/75349_alt5.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75349/75349_alt6.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75349/75349_alt7.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75349/box.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75356/75356_alt1.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75356/75356_alt2.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75356/75356_alt3.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75356/75356_alt4.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75356/75356_alt5.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75356/75356_alt6.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75356/75356_alt7.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75356/75356_alt8.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75356/box.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75388/75388_box5_v39.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75388/75388_boxprod_v39_sha.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75388/75388_lifestyle_build.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75388/75388_lifestyle_cons.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75388/75388_lifestyle_envr.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75388/75388_web_lineup_nobg.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75388/75388_web_pri_nobg.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75388/75388_web_sec02_nobg.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75388/box.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75391/75391_alt1.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75391/75391_alt2.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75391/75391_alt3.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75391/75391_box5_v39.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75391/75391_boxprod_v39_sha.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75391/75391_lifestyle_build.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75391/75391_lifestyle_cons.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75391/75391_lifestyle_cons_2.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75391/75391_lifestyle_envr.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75391/box.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75401/75401_box5_v39_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75401/75401_boxprod_v39_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75401/75401_lifestyle_cons_2_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75401/75401_lifestyle_cons_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75401/75401_lifestyle_envr_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75401/75401_web_lineup_nobg_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75401/75401_web_pri_nobg_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75401/75401_web_sec01_nobg_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75401/75401_web_sec02_nobg_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75401/75401_web_sec03_nobg_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75401/box.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75404/75404_box5_v39_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75404/75404_boxprod_v39_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75404/75404_lifestyle_build_03_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75404/75404_lifestyle_build_04_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75404/75404_lifestyle_build_05_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75404/75404_lifestyle_build_06_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75404/75404_lifestyle_cons_02_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75404/75404_lifestyle_envr_03_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75404/75404_web_sec01_nobg_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75404/75404_web_sec03_nobg_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75404/box.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75405/75405_box5_v39_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75405/75405_boxprod_v39_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75405/75405_lifestyle_build_03_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75405/75405_lifestyle_build_04_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75405/75405_lifestyle_build_06_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75405/75405_lifestyle_cons_02_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75405/75405_lifestyle_envr_01_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75405/75405_web_sec01_nobg_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75405/75405_web_sec03_nobg_en-gb.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/75405/box.jpg","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
"set-images/manifest.csv","pending_review","temporary_non_commercial","yes","temporary_non_commercial","Source attribution required before any commercial use",""
